person_id,entity_type,age_bucket,region
325,person,25_34,EU
326,person,25_34,US
327,person,18_24,EU
328,person,18_24,UK
329,person,45_54,US
330,person,45_54,US
331,person,35_44,AE
332,person,25_34,EU
333,person,55_64,AE
334,person,35_44,SG
335,person,55_64,UK
336,person,65_plus,SG
337,person,25_34,US
338,person,25_34,EU
339,person,65_plus,US
340,person,45_54,EU
341,person,25_34,SG
342,person,45_54,US
343,person,45_54,US
344,person,65_plus,EU
345,person,25_34,EU
346,person,65_plus,US
347,person,65_plus,US
348,person,25_34,EU
349,person,18_24,US
350,person,45_54,EU
351,person,18_24,US
352,person,25_34,UK
353,person,35_44,US
354,person,65_plus,SG
355,person,65_plus,AE
356,person,18_24,SG
357,person,65_plus,SG
358,person,18_24,UK
359,person,55_64,EU
360,person,65_plus,SG
361,person,65_plus,AE
362,person,25_34,US
363,person,65_plus,AE
364,person,18_24,EU
365,person,45_54,UK
366,person,35_44,UK
367,person,25_34,US
368,person,18_24,SG
369,person,55_64,EU
370,person,35_44,SG
371,person,45_54,SG
372,person,35_44,EU
373,person,35_44,EU
374,person,65_plus,SG
375,person,18_24,SG
376,person,55_64,UK
377,person,55_64,EU
378,person,35_44,US
379,person,25_34,US
380,person,18_24,UK
381,person,65_plus,AE
382,person,65_plus,EU
383,person,25_34,EU
384,person,18_24,UK
385,person,18_24,AE
386,person,18_24,EU
387,person,55_64,AE
388,person,65_plus,US
389,person,18_24,AE
390,person,55_64,UK
391,person,25_34,UK
392,person,35_44,AE
393,person,45_54,AE
394,person,55_64,US
395,person,65_plus,UK
396,person,18_24,AE
397,person,25_34,EU
398,person,25_34,AE
399,person,25_34,AE
400,person,65_plus,AE
401,person,55_64,SG
402,person,25_34,SG
403,person,65_plus,US
404,person,35_44,UK
405,person,45_54,EU
406,person,35_44,SG
407,person,18_24,AE
408,person,65_plus,US
409,person,18_24,SG
410,person,25_34,UK
411,person,25_34,US
412,person,25_34,US
413,person,18_24,AE
414,person,18_24,EU
415,person,55_64,EU
416,person,65_plus,EU
417,person,18_24,UK
418,person,25_34,US
419,person,45_54,SG
420,person,65_plus,AE
421,person,55_64,AE
422,person,55_64,UK
423,person,45_54,EU
424,person,35_44,EU
425,person,25_34,EU
426,person,65_plus,AE
427,person,55_64,UK
428,person,18_24,UK
429,person,55_64,AE
430,person,18_24,AE
431,person,55_64,EU
432,person,55_64,EU
433,person,18_24,US
434,person,35_44,US
435,person,18_24,AE
436,person,45_54,US
437,person,65_plus,UK
438,person,18_24,US
439,person,35_44,US
440,person,65_plus,US
441,person,25_34,US
442,person,18_24,AE
443,person,35_44,AE
444,person,45_54,EU
445,person,45_54,EU
446,person,25_34,SG
447,person,65_plus,US
448,person,45_54,US
449,person,25_34,UK
450,person,65_plus,EU
451,person,65_plus,SG
452,person,35_44,AE
453,person,18_24,SG
454,person,45_54,EU
455,person,45_54,UK
456,person,18_24,UK
457,person,45_54,EU
458,person,65_plus,US
459,person,18_24,AE
460,person,55_64,AE
461,person,18_24,UK
462,person,55_64,SG
463,person,35_44,EU
464,person,18_24,UK
465,person,65_plus,US
466,person,18_24,UK
467,person,45_54,EU
468,person,25_34,US
469,person,65_plus,EU
470,person,55_64,US
471,person,55_64,US
472,person,35_44,SG
473,person,35_44,UK
474,person,45_54,UK
475,person,55_64,US
476,person,65_plus,EU
477,person,18_24,SG
478,person,45_54,UK
479,person,18_24,US
480,person,25_34,AE
481,person,55_64,UK
482,person,25_34,EU
483,person,55_64,AE
484,person,35_44,US
485,person,25_34,UK
486,person,35_44,EU
487,person,45_54,SG
488,person,55_64,AE
489,person,45_54,EU
490,person,65_plus,US
491,person,65_plus,SG
492,person,55_64,UK
493,person,45_54,EU
494,person,25_34,SG
495,person,35_44,UK
496,person,18_24,SG
497,person,35_44,US
498,person,65_plus,AE
499,person,35_44,UK
500,person,18_24,AE
501,person,45_54,EU
502,person,65_plus,UK
503,person,65_plus,SG
504,person,25_34,US
505,person,35_44,AE
506,person,45_54,UK
507,person,25_34,UK
508,person,25_34,US
509,person,25_34,AE
510,person,65_plus,US
511,person,55_64,SG
512,person,65_plus,AE
513,person,55_64,AE
514,person,65_plus,US
515,person,18_24,SG
516,person,65_plus,US
517,person,18_24,SG
518,person,35_44,US
519,person,45_54,US
520,person,35_44,US
521,person,18_24,SG
522,person,25_34,SG
523,person,55_64,AE
524,person,25_34,SG
525,person,25_34,UK
526,person,65_plus,US
527,person,18_24,EU
528,person,65_plus,UK
529,person,65_plus,UK
530,person,45_54,US
531,person,18_24,AE
532,person,18_24,US
533,person,25_34,US
534,person,45_54,UK
535,person,18_24,SG
536,person,35_44,UK
537,person,18_24,AE
538,person,45_54,AE
539,person,18_24,AE
540,person,55_64,EU
541,person,18_24,UK
542,person,25_34,EU
543,person,25_34,SG
544,person,55_64,EU
545,person,18_24,AE
546,person,35_44,UK
547,person,45_54,UK
548,person,45_54,EU
549,person,55_64,SG
550,person,55_64,SG
551,person,35_44,EU
552,person,55_64,SG
553,person,25_34,SG
554,person,65_plus,US
555,person,45_54,US
556,person,55_64,UK
557,person,65_plus,EU
558,person,55_64,US
559,person,65_plus,UK
560,person,45_54,US
561,person,18_24,UK
562,person,35_44,SG
563,person,25_34,UK
564,person,65_plus,UK
565,person,25_34,SG
566,person,25_34,EU
567,person,25_34,EU
568,person,45_54,EU
569,person,45_54,EU
570,person,65_plus,SG
571,person,35_44,SG
572,person,25_34,EU
573,person,18_24,SG
574,person,18_24,SG
575,person,35_44,US
576,person,65_plus,US
577,person,45_54,AE
578,person,65_plus,US
579,person,18_24,EU
580,person,18_24,US
581,person,65_plus,AE
582,person,18_24,SG
583,person,18_24,UK
584,person,35_44,US
585,person,65_plus,SG
586,person,55_64,EU
587,person,18_24,AE
588,person,65_plus,AE
589,person,65_plus,AE
590,person,55_64,UK
591,person,65_plus,US
592,person,25_34,US
593,person,65_plus,SG
594,person,25_34,AE
595,person,55_64,EU
596,person,45_54,US
597,person,55_64,SG
598,person,45_54,SG
599,person,45_54,SG
600,person,45_54,EU
601,person,55_64,AE
602,person,55_64,UK
603,person,18_24,US
604,person,55_64,SG
605,person,45_54,UK
606,person,25_34,US
607,person,45_54,US
608,person,65_plus,SG
609,person,65_plus,UK
610,person,65_plus,EU
611,person,35_44,EU
612,person,55_64,SG
613,person,35_44,EU
614,person,55_64,US
615,person,45_54,SG
616,person,25_34,SG
617,person,25_34,UK
618,person,18_24,AE
619,person,18_24,UK
620,person,35_44,UK
621,person,35_44,UK
622,person,18_24,EU
623,person,35_44,AE
624,person,45_54,EU
625,person,25_34,SG
626,person,35_44,US
627,person,35_44,UK
628,person,45_54,US
629,person,35_44,UK
630,person,55_64,US
631,person,25_34,US
632,person,35_44,US
633,person,35_44,EU
634,person,25_34,SG
635,person,55_64,US
636,person,25_34,EU
637,person,25_34,US
638,person,55_64,UK
639,person,65_plus,AE
640,person,55_64,SG
641,person,65_plus,EU
642,person,65_plus,SG
643,person,35_44,SG
644,person,55_64,SG
645,person,25_34,UK
646,person,35_44,AE
647,person,45_54,AE
648,person,65_plus,AE
649,person,65_plus,AE
650,person,35_44,AE
651,person,45_54,SG
652,person,25_34,UK
653,person,55_64,US
654,person,45_54,EU
655,person,45_54,EU
656,person,55_64,AE
657,person,45_54,AE
658,person,18_24,US
659,person,25_34,SG
660,person,25_34,UK
661,person,55_64,EU
662,person,18_24,AE
663,person,25_34,US
664,person,45_54,US
665,person,55_64,US
666,person,45_54,EU
667,person,65_plus,AE
668,person,65_plus,SG
669,person,18_24,SG
670,person,65_plus,EU
671,person,45_54,SG
672,person,45_54,AE
673,person,18_24,SG
674,person,45_54,US
675,person,55_64,EU
676,person,45_54,US
677,person,18_24,EU
678,person,45_54,SG
679,person,65_plus,UK
680,person,55_64,UK
681,person,18_24,SG
682,person,65_plus,EU
683,person,65_plus,US
684,person,25_34,US
685,person,55_64,US
686,person,35_44,SG
687,person,45_54,EU
688,person,35_44,SG
689,person,55_64,EU
690,person,65_plus,EU
691,person,55_64,US
692,person,65_plus,AE
693,person,65_plus,EU
694,person,18_24,US
695,person,25_34,UK
696,person,55_64,UK
697,person,45_54,SG
698,person,18_24,SG
699,person,18_24,EU
700,person,45_54,SG
701,person,45_54,EU
702,person,25_34,EU
703,person,25_34,US
704,person,18_24,EU
705,person,45_54,AE
706,person,18_24,US
707,person,45_54,EU
708,person,35_44,US
709,person,35_44,SG
710,person,55_64,EU
711,person,45_54,AE
712,person,55_64,US
713,person,55_64,SG
714,person,65_plus,AE
715,person,55_64,US
716,person,45_54,UK
717,person,35_44,SG
718,person,25_34,UK
719,person,45_54,US
720,person,18_24,AE
721,person,65_plus,US
722,person,65_plus,SG
723,person,18_24,US
724,person,55_64,EU
725,person,18_24,EU
726,person,55_64,US
727,person,18_24,UK
728,person,35_44,US
729,person,45_54,US
730,person,55_64,AE
731,person,35_44,UK
732,person,65_plus,AE
733,person,55_64,US
734,person,25_34,SG
735,person,55_64,US
736,person,55_64,EU
737,person,35_44,AE
738,person,55_64,EU
739,person,65_plus,UK
740,person,55_64,SG
741,person,55_64,SG
742,person,45_54,AE
743,person,25_34,US
744,person,55_64,UK
745,person,35_44,UK
746,person,45_54,US
747,person,25_34,EU
748,person,25_34,AE
749,person,18_24,UK
750,person,65_plus,AE
751,person,18_24,EU
752,person,18_24,UK
753,person,65_plus,EU
754,person,45_54,UK
755,person,35_44,US
756,person,55_64,EU
757,person,35_44,US
758,person,18_24,US
759,person,55_64,UK
760,person,25_34,UK
761,person,45_54,UK
762,person,65_plus,UK
763,person,65_plus,UK
764,person,35_44,EU
765,person,55_64,US
766,person,45_54,EU
767,person,35_44,EU
768,person,18_24,US
769,person,35_44,US
770,person,45_54,EU
771,person,65_plus,EU
772,person,18_24,US
773,person,55_64,UK
774,person,65_plus,US
775,person,65_plus,AE
776,person,35_44,EU
777,person,18_24,UK
778,person,25_34,SG
779,person,65_plus,UK
780,person,65_plus,UK
781,person,45_54,UK
782,person,18_24,AE
783,person,18_24,AE
784,person,35_44,US
785,person,45_54,SG
786,person,18_24,SG
787,person,55_64,SG
788,person,45_54,US
789,person,18_24,AE
790,person,18_24,SG
791,person,35_44,UK
792,person,55_64,EU
793,person,55_64,AE
794,person,35_44,US
795,person,25_34,EU
796,person,65_plus,AE
797,person,35_44,SG
798,person,25_34,US
799,person,35_44,US
800,person,18_24,UK
801,person,25_34,EU
802,person,45_54,US
803,person,65_plus,AE
804,person,55_64,EU
805,person,55_64,UK
806,person,45_54,US
807,person,18_24,AE
808,person,35_44,US
809,person,65_plus,EU
810,person,18_24,SG
811,person,65_plus,SG
812,person,55_64,EU
813,person,25_34,AE
814,person,55_64,US
815,person,65_plus,UK
816,person,18_24,US
817,person,18_24,AE
818,person,45_54,EU
819,person,65_plus,US
820,person,18_24,SG
821,person,45_54,SG
822,person,18_24,AE
823,person,45_54,UK
824,person,45_54,US
825,person,18_24,US
826,person,55_64,UK
827,person,65_plus,SG
828,person,65_plus,UK
829,person,18_24,US
830,person,25_34,EU
831,person,25_34,UK
832,person,35_44,AE
833,person,18_24,EU
834,person,65_plus,EU
835,person,55_64,AE
836,person,55_64,AE
837,person,25_34,UK
838,person,18_24,EU
839,person,65_plus,SG
840,person,25_34,SG
841,person,45_54,AE
842,person,65_plus,US
843,person,18_24,UK
844,person,18_24,AE
845,person,18_24,UK
846,person,18_24,UK
847,person,18_24,SG
848,person,55_64,SG
849,person,45_54,UK
850,person,65_plus,UK
851,person,55_64,US
852,person,65_plus,EU
853,person,25_34,SG
854,person,25_34,US
855,person,65_plus,US
856,person,25_34,US
857,person,18_24,EU
858,person,55_64,EU
859,person,55_64,SG
860,person,65_plus,US
861,person,65_plus,US
862,person,18_24,US
863,person,55_64,EU
864,person,65_plus,AE
865,person,55_64,US
866,person,55_64,SG
867,person,65_plus,AE
868,person,35_44,AE
869,person,18_24,SG
870,person,35_44,SG
871,person,25_34,US
872,person,18_24,SG
873,person,18_24,EU
874,person,55_64,SG
875,person,45_54,UK
876,person,45_54,AE
877,person,55_64,EU
878,person,45_54,SG
879,person,45_54,UK
880,person,18_24,UK
881,person,65_plus,AE
882,person,35_44,AE
883,person,18_24,EU
884,person,55_64,UK
885,person,55_64,AE
886,person,18_24,AE
887,person,25_34,UK
888,person,18_24,SG
889,person,25_34,EU
890,person,18_24,SG
891,person,55_64,US
892,person,45_54,UK
893,person,65_plus,EU
894,person,55_64,US
895,person,45_54,SG
896,person,45_54,UK
897,person,18_24,AE
898,person,18_24,SG
899,person,45_54,AE
900,person,18_24,AE
901,person,18_24,UK
902,person,25_34,UK
903,person,65_plus,SG
904,person,35_44,UK
905,person,55_64,UK
906,person,35_44,US
907,person,25_34,AE
908,person,35_44,SG
909,person,18_24,US
910,person,55_64,UK
911,person,25_34,EU
912,person,35_44,SG
913,person,65_plus,UK
914,person,45_54,US
915,person,35_44,UK
916,person,45_54,EU
917,person,55_64,EU
918,person,25_34,SG
919,person,45_54,AE
920,person,65_plus,UK
921,person,45_54,SG
922,person,35_44,SG
923,person,18_24,AE
924,person,25_34,AE
925,person,65_plus,UK
926,person,45_54,SG
927,person,25_34,US
928,person,35_44,UK
929,person,45_54,EU
930,person,45_54,AE
931,person,55_64,US
932,person,25_34,EU
933,person,45_54,EU
934,person,35_44,AE
935,person,65_plus,EU
936,person,18_24,UK
937,person,18_24,US
938,person,35_44,AE
939,person,45_54,UK
940,person,55_64,EU
941,person,35_44,US
942,person,65_plus,UK
943,person,35_44,SG
944,person,18_24,EU
945,person,18_24,UK
946,person,65_plus,EU
947,person,18_24,AE
948,person,65_plus,AE
949,person,25_34,US
950,person,18_24,US
951,person,25_34,AE
952,person,45_54,UK
953,person,35_44,SG
954,person,55_64,SG
955,person,45_54,SG
956,person,35_44,EU
957,person,45_54,SG
958,person,65_plus,SG
959,person,35_44,AE
960,person,18_24,UK
961,person,35_44,SG
962,person,65_plus,AE
963,person,25_34,EU
964,person,65_plus,SG
965,person,45_54,UK
966,person,45_54,SG
967,person,25_34,SG
968,person,65_plus,UK
969,person,18_24,UK
970,person,25_34,SG
971,person,35_44,EU
972,person,35_44,US
973,person,35_44,UK
974,person,18_24,AE
975,person,25_34,US
976,person,18_24,AE
977,person,45_54,UK
978,person,35_44,EU
979,person,45_54,SG
980,person,45_54,SG
981,person,55_64,SG
982,person,45_54,AE
983,person,45_54,AE
984,person,45_54,UK
985,person,45_54,EU
986,person,45_54,AE
987,person,25_34,US
988,person,25_34,AE
989,person,55_64,US
990,person,35_44,UK
991,person,45_54,US
992,person,25_34,AE
993,person,35_44,SG
994,person,45_54,UK
995,person,45_54,EU
996,person,45_54,AE
997,person,35_44,AE
998,person,65_plus,SG
999,person,45_54,UK
1000,person,55_64,SG
1001,person,55_64,AE
1002,person,45_54,SG
1003,person,65_plus,US
1004,person,18_24,US
1005,person,65_plus,EU
1006,person,65_plus,EU
1007,person,45_54,SG
1008,person,55_64,UK
1009,person,45_54,UK
1010,person,25_34,EU
1011,person,55_64,SG
1012,person,25_34,SG
1013,person,25_34,US
1014,person,45_54,US
1015,person,65_plus,UK
1016,person,35_44,EU
1017,person,35_44,UK
1018,person,18_24,SG
1019,person,18_24,SG
1020,person,18_24,EU
1021,person,18_24,EU
1022,person,65_plus,EU
1023,person,65_plus,AE
1024,person,55_64,US
1025,person,18_24,SG
1026,person,18_24,US
1027,person,25_34,SG
1028,person,45_54,US
1029,person,35_44,EU
1030,person,35_44,AE
1031,person,25_34,SG
1032,person,55_64,SG
1033,person,25_34,AE
1034,person,18_24,EU
1035,person,55_64,UK
1036,person,65_plus,US
1037,person,18_24,EU
1038,person,35_44,US
1039,person,55_64,EU
1040,person,55_64,EU
1041,person,65_plus,EU
1042,person,35_44,EU
1043,person,35_44,SG
1044,person,55_64,US
1045,person,18_24,US
1046,person,25_34,UK
1047,person,45_54,US
1048,person,55_64,UK
1049,person,18_24,EU
1050,person,45_54,US
1051,person,35_44,UK
1052,person,45_54,EU
1053,person,65_plus,EU
1054,person,18_24,AE
1055,person,65_plus,AE
1056,person,35_44,UK
1057,person,55_64,SG
1058,person,35_44,SG
1059,person,25_34,EU
1060,person,55_64,US
1061,person,55_64,SG
1062,person,18_24,EU
1063,person,55_64,UK
1064,person,55_64,EU
1065,person,35_44,EU
1066,person,65_plus,EU
1067,person,45_54,EU
1068,person,35_44,UK
1069,person,18_24,AE
1070,person,55_64,UK
1071,person,25_34,SG
1072,person,55_64,SG
1073,person,45_54,SG
1074,person,35_44,AE
1075,person,18_24,UK
1076,person,55_64,EU
1077,person,18_24,UK
1078,person,35_44,US
1079,person,65_plus,SG
1080,person,65_plus,AE
1081,person,65_plus,EU
1082,person,65_plus,EU
1083,person,45_54,AE
1084,person,25_34,SG
1085,person,65_plus,SG
1086,person,55_64,US
1087,person,65_plus,US
1088,person,45_54,EU
1089,person,18_24,SG
1090,person,45_54,EU
1091,person,35_44,AE
1092,person,65_plus,UK
1093,person,35_44,US
1094,person,25_34,EU
1095,person,18_24,SG
1096,person,65_plus,SG
1097,person,55_64,AE
1098,person,18_24,SG
1099,person,35_44,EU
1100,person,35_44,EU
1101,person,35_44,AE
1102,person,65_plus,US
1103,person,18_24,UK
1104,person,25_34,AE
1105,person,25_34,SG
1106,person,25_34,UK
1107,person,65_plus,SG
1108,person,65_plus,SG
1109,person,18_24,SG
1110,person,45_54,AE
1111,person,25_34,US
1112,person,25_34,US
1113,person,25_34,SG
1114,person,25_34,UK
1115,person,35_44,UK
1116,person,65_plus,AE
1117,person,45_54,EU
1118,person,55_64,US
1119,person,35_44,EU
1120,person,18_24,EU
1121,person,18_24,US
1122,person,25_34,AE
1123,person,25_34,US
1124,person,65_plus,UK
1125,person,65_plus,EU
1126,person,65_plus,UK
1127,person,45_54,AE
1128,person,45_54,EU
1129,person,45_54,EU
1130,person,35_44,UK
1131,person,55_64,US
1132,person,55_64,AE
1133,person,55_64,US
1134,person,45_54,SG
1135,person,18_24,UK
1136,person,55_64,UK
1137,person,35_44,SG
1138,person,55_64,UK
1139,person,45_54,US
1140,person,65_plus,EU
1141,person,35_44,UK
1142,person,65_plus,US
1143,person,65_plus,AE
1144,person,25_34,UK
1145,person,35_44,AE
1146,person,45_54,US
1147,person,55_64,SG
1148,person,55_64,UK
1149,person,65_plus,AE
1150,person,35_44,UK
1151,person,45_54,AE
1152,person,35_44,SG
1153,person,65_plus,EU
1154,person,25_34,UK
1155,person,45_54,SG
1156,person,18_24,UK
1157,person,65_plus,SG
1158,person,35_44,SG
1159,person,35_44,EU
1160,person,45_54,EU
1161,person,35_44,EU
1162,person,65_plus,EU
1163,person,45_54,UK
1164,person,45_54,EU
1165,person,18_24,SG
1166,person,18_24,EU
1167,person,35_44,SG
1168,person,65_plus,AE
1169,person,65_plus,SG
1170,person,45_54,US
1171,person,45_54,EU
1172,person,35_44,AE
1173,person,25_34,EU
1174,person,18_24,US
1175,person,35_44,US
1176,person,25_34,SG
1177,person,25_34,US
1178,person,25_34,SG
1179,person,18_24,AE
1180,person,45_54,EU
1181,person,65_plus,AE
1182,person,55_64,UK
1183,person,35_44,AE
1184,person,35_44,UK
1185,person,25_34,AE
1186,person,18_24,EU
1187,person,45_54,AE
1188,person,45_54,UK
1189,person,18_24,US
1190,person,35_44,AE
1191,person,25_34,UK
1192,person,25_34,EU
1193,person,55_64,UK
1194,person,45_54,EU
1195,person,45_54,EU
1196,person,55_64,SG
1197,person,65_plus,EU
1198,person,55_64,UK
1199,person,45_54,UK
1200,person,65_plus,AE
1201,person,35_44,AE
1202,person,65_plus,EU
1203,person,55_64,UK
1204,person,45_54,UK
1205,person,65_plus,AE
1206,person,45_54,SG
1207,person,55_64,SG
1208,person,25_34,EU
1209,person,65_plus,SG
1210,person,45_54,UK
1211,person,55_64,SG
1212,person,35_44,US
1213,person,65_plus,EU
1214,person,18_24,SG
1215,person,18_24,SG
1216,person,45_54,US
1217,person,55_64,UK
1218,person,55_64,UK
1219,person,35_44,AE
1220,person,45_54,EU
1221,person,45_54,EU
1222,person,65_plus,SG
1223,person,45_54,EU
1224,person,35_44,EU
1225,person,65_plus,SG
1226,person,18_24,US
1227,person,65_plus,SG
1228,person,18_24,UK
1229,person,25_34,US
1230,person,55_64,US
1231,person,55_64,SG
1232,person,65_plus,UK
1233,person,55_64,UK
1234,person,45_54,SG
1235,person,35_44,SG
1236,person,18_24,AE
1237,person,18_24,EU
1238,person,25_34,AE
1239,person,18_24,EU
1240,person,45_54,SG
1241,person,55_64,UK
1242,person,65_plus,AE
1243,person,35_44,EU
1244,person,65_plus,AE
1245,person,65_plus,EU
1246,person,65_plus,SG
1247,person,35_44,US
1248,person,25_34,UK
1249,person,65_plus,UK
